year,region,uf,station_name,wmo_code,latitude,longitude,altitude,foundation_date,name (wmo)
2016,co,df,brasilia,a001,-15.78944444,-47.92583332,1159.54,2000-05-07,brasilia (a001)
2016,co,go,goiania,a002,-16.64277777,-49.21999999,770.0,2001-05-29,goiania (a002)
2016,co,go,morrinhos,a003,-17.71666667,-49.1,771.42,2001-05-25,morrinhos (a003)
2023,co,go,porangatu,a005,-13.30944444,-49.11749999,365.0,2001-06-04,porangatu (a005)
2016,n,to,palmas,a009,-10.18333333,-48.3,280.0,2004-12-17,palmas (a009)
2016,n,to,parana,a010,-12.615,-47.87194443,280.0,2005-03-04,parana (a010)
2016,co,go,sao simao,a011,-18.96666666,-50.61666666,488.51,2006-07-15,sao simao (a011)
2016,co,go,luziania,a012,-16.27222222,-47.96638889,959.5,2006-10-21,luziania (a012)
2016,co,go,aragarcas,a013,-15.90583333,-52.24388888,347.0,2007-07-13,aragarcas (a013)
2016,co,go,goias,a014,-15.93916666,-50.14138888,512.0,2007-07-18,goias (a014)
2016,co,go,itapaci,a015,-14.98027777,-49.53944444,522.0,2007-02-03,itapaci (a015)
2016,co,go,jatai,a016,-17.92388888,-51.71777777,582.0,2007-05-23,jatai (a016)
2016,co,go,posse,a017,-14.08916666,-46.36638888,834.0,2007-04-18,posse (a017)
2016,n,to,peixe,a018,-12.01666666,-48.55,242.0,2006-12-01,peixe (a018)
2016,n,to,gurupi,a019,-11.74583333,-49.04972221,287.0,2006-12-20,gurupi (a019)
2016,n,to,pedro afonso,a020,-8.9686111,-48.19416666,189.0,2007-01-23,pedro afonso (a020)
2016,n,to,araguaina,a021,-7.10416666,-48.20111111,226.0,2007-01-26,araguaina (a021)
2016,co,go,goianesia,a022,-15.22027777,-48.99027777,667.0,2007-06-02,goianesia (a022)
2016,co,go,caiaponia,a023,-16.96666666,-51.81749999,737.0,2007-05-21,caiaponia (a023)
2016,co,go,alto paraiso de goias,a024,-14.13305554,-47.52305554,1260.0,2007-06-04,alto paraiso de goias (a024)
2016,co,go,rio verde,a025,-17.78583333,-50.98138888,782.0,2007-05-17,rio verde (a025)
2016,co,go,mineiros,a026,-17.45472222,-52.60111111,862.0,2007-11-24,mineiros (a026)
2016,co,go,parauna,a027,-16.94583333,-50.42527777,678.0,2008-03-29,parauna (a027)
2016,co,go,ipora,a028,-16.42305554,-51.14805555,625.0,2013-06-24,ipora (a028)
2017,co,go,edeia,a029,-17.33694444,-49.91472222,608.0,2017-08-26,edeia (a029)
2017,co,go,sao miguel do araguaia,a031,-12.81972221,-50.34166666,340.0,2017-06-29,sao miguel do araguaia (a031)
2016,co,go,monte alegre de goias,a032,-13.24805555,-46.88972221,1253.0,2007-06-07,monte alegre de goias (a032)
2016,co,go,pires do rio,a033,-17.30416666,-48.28416666,752.0,2007-10-12,pires do rio (a033)
2016,co,go,catalao,a034,-18.15777777,-47.92638888,890.0,2008-01-31,catalao (a034)
2016,co,go,itumbiara,a035,-18.40972222,-49.19194444,488.0,2007-11-01,itumbiara (a035)
2016,co,go,cristalina,a036,-16.78805555,-47.61166666,1202.0,2007-12-14,cristalina (a036)
2016,co,go,silvania,a037,-16.67694443,-48.61805554,949.0,2010-10-08,silvania (a037)
2016,n,to,dianopolis,a038,-11.59416666,-46.84722221,732.0,2008-08-30,dianopolis (a038)
2016,n,to,formoso do araguaia,a039,-11.98722221,-49.60833333,220.0,2008-04-27,formoso do araguaia (a039)
2016,n,to,mateiros,a040,-10.42999999,-45.91999999,798.0,2012-10-25,mateiros (a040)
2016,n,to,marianopolis do to,a041,-9.57666666,-49.72333332,203.0,2012-11-24,marianopolis do to (a041)
2017,co,df,brazlandia,a042,-15.59972221,-48.1311111,1143.0,2017-07-19,brazlandia (a042)
2016,n,to,campos lindos,a043,-8.15472222,-46.63916666,425.0,2012-10-29,campos lindos (a043)
2016,n,to,araguatins,a044,-5.6436111,-48.11166666,117.0,2009-03-12,araguatins (a044)
2016,co,df,aguas emendadas,a045,-15.59638888,-47.62583332,1200.0,2008-10-03,aguas emendadas (a045)
2016,co,df,gama (ponte alta),a046,-15.93527777,-48.13749999,990.0,2014-10-01,gama (ponte alta) (a046)
2017,co,df,paranoa (coopa-df),a047,-16.01111111,-47.5575,1043.0,2017-02-07,paranoa (coopa-df) (a047)
2016,n,to,santa fe do araguaia,a048,-7.12416666,-48.78138888,171.0,2016-07-30,santa fe do araguaia (a048)
2016,n,to,colinas do tocantins,a049,-8.09277777,-48.4786111,200.0,2016-11-11,colinas do tocantins (a049)
2016,n,to,rio sono,a050,-9.16,-47.13277777,291.0,2016-08-03,rio sono (a050)
2016,n,to,pium,a051,-10.47694443,-49.62944443,161.0,2016-04-06,pium (a051)
2016,n,to,santa rosa do tocantins,a052,-11.04638888,-48.18555555,306.0,2015-08-14,santa rosa do tocantins (a052)
2016,n,to,almas,a053,-11.28416666,-47.21222222,512.0,2016-04-01,almas (a053)
2016,n,to,araguacu,a054,-12.59222221,-49.5286111,231.0,2015-08-19,araguacu (a054)
2016,n,to,lagoa da confusao,a055,-10.80833333,-49.84777777,178.0,2016-11-15,lagoa da confusao (a055)
2023,co,go,cristalina (fazenda santa monica),a056,-16.39944444,-47.62583332,932.0,2018-01-25,cristalina (fazenda santa monica) (a056)
2016,n,am,manaus,a101,-3.10333333,-60.01638888,61.25,2000-05-09,manaus (a101)
2016,n,ac,parque estadual chandless,a102,-9.3575,-69.92722221,187.0,2008-08-05,parque estadual chandless (a102)
2016,n,ac,rio branco,a104,-9.95777777,-68.165,220.0,2008-07-11,rio branco (a104)
2016,n,ac,cruzeiro do sul,a108,-7.61055555,-72.405,220.0,2015-05-14,cruzeiro do sul (a108)
2016,n,am,eirunepe,a109,-6.65027777,-69.86694443,143.0,2012-08-31,eirunepe (a109)
2016,n,am,boca do acre,a110,-8.77666666,-67.33222221,111.0,2008-07-15,boca do acre (a110)
2016,n,am,labrea,a111,-7.43527777,-64.7886111,64.0,2008-07-27,labrea (a111)
2016,n,am,humaita,a112,-7.92277777,-63.12138888,72.0,2008-04-25,humaita (a112)
2016,n,am,apui,a113,-7.21527777,-59.8886111,160.0,2008-07-19,apui (a113)
2016,n,am,coari,a117,-4.09749999,-63.14527777,53.0,2008-04-12,coari (a117)
2016,n,am,manacapuru,a119,-3.29472221,-60.62833332,55.0,2008-04-10,manacapuru (a119)
2016,n,am,autazes,a120,-2.05638888,-60.02555554,78.0,2008-04-17,autazes (a120)
2016,n,am,itacoatiara,a121,-3.13305554,-58.48277777,74.0,2008-04-17,itacoatiara (a121)
2016,n,am,maues,a122,-3.39888888,-57.6736111,35.0,2008-04-22,maues (a122)
2016,n,am,parintins,a123,-2.64055555,-56.75472222,52.0,2008-04-11,parintins (a123)
2016,n,am,urucara,a124,-2.89638888,-57.75833333,17.0,2008-04-17,urucara (a124)
2016,n,am,rio urubu,a125,-2.7211111,-59.94333333,59.0,2008-06-26,rio urubu (a125)
2016,n,am,presidente figueiredo,a126,-2.08499999,-60.04888888,92.0,2008-04-19,presidente figueiredo (a126)
2016,n,am,barcelos,a128,-0.95861111,-62.94222221,42.0,2008-04-19,barcelos (a128)
2016,n,am,manicore,a133,-5.81055555,-61.29194444,71.0,2011-12-12,manicore (a133)
2016,n,am,s. g. da cachoeira,a134,-0.12499999,-67.06111111,90.0,2011-08-31,s. g. da cachoeira (a134)
2016,n,rr,boa vista,a135,2.81694443,-60.69083333,94.0,2010-08-26,boa vista (a135)
2016,n,ac,porto walter,a136,-8.26694443,-72.74777777,204.0,2009-10-29,porto walter (a136)
2016,n,ac,marechal thaumaturgo,a137,-8.95,-72.78666666,230.0,2009-10-27,marechal thaumaturgo (a137)
2016,n,ac,feijo,a138,-8.24194444,-70.57527777,163.0,2009-09-24,feijo (a138)
2016,n,ac,epitaciolandia,a140,-11.0236111,-68.73499999,217.0,2009-09-25,epitaciolandia (a140)
2023,n,am,novo aripuana,a144,-8.0911111,-60.38055554,45.0,2019-07-18,novo aripuana (a144)
2016,n,pa,belem,a201,-1.41027777,-48.43833333,24.0,2003-01-20,belem (a201)
2016,n,pa,castanhal,a202,-1.30083333,-47.93083332,65.0,2003-01-24,castanhal (a202)
2016,ne,ma,sao luis,a203,-2.52694443,-44.21305555,56.0,2003-01-29,sao luis (a203)
2016,ne,ma,balsas,a204,-7.45527777,-46.02749999,254.0,2007-10-26,balsas (a204)
2016,ne,ma,carolina,a205,-7.33722221,-47.45972222,192.0,2007-12-04,carolina (a205)
2016,ne,ma,chapadinha,a206,-3.74277777,-43.35194444,91.0,2008-09-17,chapadinha (a206)
2016,ne,ma,grajau,a207,-5.82472221,-46.15944444,230.0,2008-09-10,grajau (a207)
2016,n,pa,medicilandia,a209,-3.51083333,-52.96361111,251.0,2008-02-17,medicilandia (a209)
2016,n,pa,pacaja,a210,-3.8436111,-50.63805555,108.0,2008-02-27,pacaja (a210)
2016,n,pa,placas,a211,-3.8811111,-54.2461111,96.0,2008-02-14,placas (a211)
2016,n,pa,paragominas,a212,-3.01027777,-47.34305555,101.0,2007-10-18,paragominas (a212)
2016,n,pa,tome acu,a213,-2.6,-48.36666666,38.0,2007-10-14,tome acu (a213)
2016,n,pa,rondon do para,a214,-4.82749999,-48.17333332,203.0,2008-04-17,rondon do para (a214)
2016,n,pa,salinopolis,a215,-0.6186111,-47.35666666,41.0,2008-06-14,salinopolis (a215)
2016,n,pa,sao felix do xingu,a216,-6.63972221,-51.95694444,211.0,2016-11-15,sao felix do xingu (a216)
2016,ne,ma,farol de santana,a217,-2.27083332,-43.62388888,8.0,2008-11-28,farol de santana (a217)
2016,ne,ma,preguicas,a218,-2.59249999,-42.70722222,0.1,2008-11-22,preguicas (a218)
2016,ne,ma,turiacu,a219,-1.66166666,-45.37277777,41.0,2008-06-10,turiacu (a219)
2016,ne,ma,bacabal,a220,-4.24305555,-44.79499999,28.0,2008-07-09,bacabal (a220)
2016,ne,ma,barra do corda,a221,-5.50666666,-45.23694444,153.0,2008-03-06,barra do corda (a221)
2016,ne,ma,colinas,a222,-6.03333333,-44.23333333,179.0,2008-06-03,colinas (a222)
2016,ne,ma,alto parnaiba,a223,-9.10805555,-45.93194443,281.0,2008-06-03,alto parnaiba (a223)
2016,ne,ma,estreito,a224,-6.65333333,-47.41833332,180.0,2008-02-27,estreito (a224)
2016,ne,ma,imperatriz,a225,-5.55555555,-47.45972222,126.0,2008-03-01,imperatriz (a225)
2016,n,pa,braganca,a226,-1.04527777,-46.78277777,33.0,2008-03-11,braganca (a226)
2016,n,pa,soure,a227,-0.81111111,-48.51583333,11.0,2008-04-27,soure (a227)
2017,n,pa,breves,a228,-1.68027777,-50.47805554,11.0,2017-10-20,breves (a228)
2016,n,pa,tucurui,a229,-3.82277777,-49.67499999,148.0,2008-03-01,tucurui (a229)
2016,n,pa,serra dos carajas,a230,-6.07749999,-50.14222221,719.0,2008-09-03,serra dos carajas (a230)
2016,n,pa,itaituba,a231,-4.27638888,-55.99305555,13.0,2008-02-17,itaituba (a231)
2016,n,pa,obidos,a232,-5.36583333,-49.12527777,96.0,2012-07-05,obidos (a232)
2016,n,pa,santana do araguaia,a233,-9.3386111,-50.35027777,168.0,2008-05-30,santana do araguaia (a233)
2016,n,pa,tucuma,a234,-6.7436111,-51.14222221,317.0,2008-07-18,tucuma (a234)
2016,n,pa,novo repartimento,a235,-4.23444444,-49.94277777,106.0,2008-07-23,novo repartimento (a235)
2016,n,pa,cameta,a236,-2.2486111,-49.49305555,22.0,2008-06-20,cameta (a236)
2016,ne,ma,caxias,a237,-4.82138888,-43.3436111,76.0,2008-07-13,caxias (a237)
2016,ne,ma,buriticupu,a238,-4.32055554,-46.44972221,175.0,2008-09-11,buriticupu (a238)
2016,n,pa,monte alegre,a239,-2.0,-54.07583332,96.0,2012-07-06,monte alegre (a239)
2016,n,pa,maraba,a240,-5.16722221,-49.37916666,116.0,2009-06-25,maraba (a240)
2016,n,pa,conceicao do araguaia,a241,-8.25916666,-49.27416666,180.0,2008-09-04,conceicao do araguaia (a241)
2016,n,ap,oiapoque,a242,3.81361111,-51.8625,21.0,2008-09-11,oiapoque (a242)
2023,n,ap,porto grande,a244,0.69416666,-51.40388888,84.8,2008-09-17,porto grande (a244)
2023,n,pa,porto de moz,a245,-1.82194443,-52.11166666,19.0,2022-04-07,porto de moz (a245)
2016,n,pa,mina do palito,a246,-6.31972221,-55.78722221,261.0,2010-09-28,mina do palito (a246)
2016,n,pa,xinguara,a247,-7.11027777,-49.92583332,245.0,2016-09-11,xinguara (a247)
2016,n,pa,capitao poco,a248,-1.73472221,-47.0575,81.0,2011-04-18,capitao poco (a248)
2016,n,ap,macapa,a249,0.03527777,-51.0886111,27.0,2013-12-12,macapa (a249)
2016,n,pa,santarem,a250,-2.50277777,-54.72027777,137.0,2015-09-02,santarem (a250)
2017,n,ap,itaubal,a251,0.56777777,-50.8236111,21.0,2017-08-24,itaubal (a251)
2023,n,pa,dom eliseu,a252,-4.28055554,-47.56388888,251.0,2018-03-08,dom eliseu (a252)
2023,n,pa,altamira,a253,-3.26999999,-52.39472221,191.0,2018-10-25,altamira (a253)
2023,n,pa,redencao,a254,-8.04333333,-50.00694444,199.0,2019-07-11,redencao (a254)
2023,ne,ma,ze doca,a255,-3.26916666,-45.65111111,45.5,2019-09-18,ze doca (a255)
2023,n,pa,santa maria das barreiras,a256,-8.72972221,-49.85638888,165.0,2020-12-18,santa maria das barreiras (a256)
2016,ne,pe,recife,a301,-8.05916666,-34.95944444,10.0,2004-12-22,recife (a301)
2016,ne,rn,arq.sao pedro e sao paulo,a302,0.9,-29.31666666,15.0,2003-11-02,arq.sao pedro e sao paulo (a302)
2016,ne,al,maceio,a303,-9.55111111,-35.77027777,80.0,2003-02-25,maceio (a303)
2016,ne,rn,natal,a304,-5.9,-35.2,48.6,2003-02-24,natal (a304)
2016,ne,ce,fortaleza,a305,-3.83222221,-38.53777777,26.45,2003-02-18,fortaleza (a305)
2016,ne,ce,sobral,a306,-3.73166666,-40.34555555,109.62,2003-02-12,sobral (a306)
2016,ne,pe,petrolina,a307,-9.38805555,-40.48944444,370.46,2003-02-21,petrolina (a307)
2016,ne,pi,parnaiba,a308,-3.08638888,-41.78333333,79.5,2003-02-06,parnaiba (a308)
2016,ne,pe,arco verde,a309,-8.41694443,-37.08333333,680.7,2004-11-20,arco verde (a309)
2016,ne,pb,areia,a310,-6.97499999,-35.68499999,574.62,2004-11-16,areia (a310)
2016,ne,pi,floriano,a311,-6.76666666,-43.01666666,123.27,2004-11-18,floriano (a311)
2016,ne,pi,teresina,a312,-5.07388888,-42.80694444,74.36,2004-11-24,teresina (a312)
2016,ne,pb,campina grande,a313,-7.24249999,-35.88888888,547.56,2006-12-22,campina grande (a313)
2016,ne,ce,guaramiranga,a314,-4.26111111,-38.19749999,38.2,2007-05-26,guaramiranga (a314)
2016,ne,ce,barbalha,a315,-7.31805554,-39.30166666,409.0,2007-05-31,barbalha (a315)
2016,ne,rn,caico,a316,-6.45972222,-37.08888888,169.85,2007-01-07,caico (a316)
2016,ne,rn,macau,a317,-5.15111111,-36.57305554,32.0,2007-01-06,macau (a317)
2016,ne,rn,mossoro,a318,-4.90388888,-37.36694443,36.0,2007-05-22,mossoro (a318)
2016,ne,ce,iguatu,a319,-6.39666666,-39.27027777,233.0,2007-05-30,iguatu (a319)
2016,ne,pb,joao pessoa,a320,-7.16583333,-34.81527777,47.0,2007-07-21,joao pessoa (a320)
2016,ne,pb,patos,a321,-7.07972221,-37.27249999,249.0,2007-07-21,patos (a321)
2016,ne,pe,garanhuns,a322,-8.90694444,-36.49472221,822.76,2007-07-08,garanhuns (a322)
2016,ne,al,pao de acucar,a323,-9.76583333,-37.44777777,19.0,2007-07-14,pao de acucar (a323)
2016,ne,ce,taua,a324,-6.01666666,-40.28166666,415.0,2007-07-12,taua (a324)
2016,ne,ce,quixeramobim,a325,-5.17305554,-39.28722221,232.0,2007-07-09,quixeramobim (a325)
2016,ne,pi,bom jesus do piaui,a326,-9.08333333,-44.31666666,415.0,2007-07-17,bom jesus do piaui (a326)
2016,ne,al,palmeira dos indios,a327,-9.42055554,-36.62027777,275.0,2007-07-11,palmeira dos indios (a327)
2016,ne,pe,surubim,a328,-7.83694444,-35.7961111,418.0,2008-03-09,surubim (a328)
2016,ne,pe,cabrobo,a329,-8.50305555,-39.31388888,337.0,2007-09-04,cabrobo (a329)
2016,ne,pi,paulistana,a330,-8.07999999,-41.07999999,374.22,2007-08-31,paulistana (a330)
2016,ne,pi,sao joao do piaui,a331,-8.36472222,-42.25083333,235.0,2007-08-26,sao joao do piaui (a331)
2016,ne,ce,morada nova,a332,-5.13638888,-38.35638888,43.6,2007-08-24,morada nova (a332)
2016,ne,pb,sao goncalo,a333,-6.75666666,-38.22749999,233.06,2007-11-06,sao goncalo (a333)
2016,ne,pb,monteiro,a334,-7.89138888,-37.11527777,603.66,2007-08-22,monteiro (a334)
2016,ne,pi,piripiri,a335,-4.26388888,-41.77805554,161.2,2007-08-31,piripiri (a335)
2016,ne,pi,alvorada do gurgueia,a336,-8.44305555,-43.86472222,270.0,2007-11-17,alvorada do gurgueia (a336)
2016,ne,pi,caracol,a337,-9.2861111,-43.32444443,523.0,2007-11-10,caracol (a337)
2016,ne,pi,esperantina,a338,-3.90083333,-42.23694444,65.0,2007-12-03,esperantina (a338)
2016,ne,ce,jaguaruana,a339,-4.85333333,-37.77694443,12.0,2007-11-10,jaguaruana (a339)
2016,ne,rn,apodi,a340,-5.62638888,-37.815,150.0,2007-11-14,apodi (a340)
2016,ne,pe,caruaru,a341,-8.2361111,-35.98583333,550.0,2007-11-21,caruaru (a341)
2016,ne,ce,crateus,a342,-5.1861111,-40.66999999,291.0,2008-12-11,crateus (a342)
2016,ne,pi,picos,a343,-7.07083332,-41.40416666,233.0,2008-12-12,picos (a343)
2016,ne,rn,calcanhar,a344,-5.16,-35.45416666,17.0,2008-05-08,calcanhar (a344)
2016,ne,pi,sao raimundo nonato,a345,-9.03305554,-42.70055555,402.0,2008-02-27,sao raimundo nonato (a345)
2016,ne,pi,urucui,a346,-7.47472221,-44.34472221,393.0,2008-03-06,urucui (a346)
2016,ne,ce,campos sales,a347,-7.07805554,-40.36305555,572.0,2008-03-07,campos sales (a347)
2016,ne,pb,cabaceiras,a348,-7.48333333,-36.28638888,436.0,2008-02-28,cabaceiras (a348)
2016,ne,pe,ibimirim,a349,-8.50944444,-37.71138888,448.0,2008-10-14,ibimirim (a349)
2016,ne,pe,serra talhada,a350,-7.95361111,-38.29472221,461.0,2008-07-09,serra talhada (a350)
2016,ne,pe,floresta,a351,-8.5936111,-38.58388888,332.0,2008-09-15,floresta (a351)
2016,ne,pb,camaratuba,a352,-6.56083333,-35.13472221,136.0,2008-05-04,camaratuba (a352)
2016,ne,al,arapiraca,a353,-9.80416666,-36.61888888,241.0,2008-04-27,arapiraca (a353)
2016,ne,pi,oeiras,a354,-6.97416666,-42.14694444,156.0,2008-07-22,oeiras (a354)
2016,ne,al,coruripe,a355,-10.14527777,-36.28638888,74.0,2008-09-06,coruripe (a355)
2016,ne,al,sao luis do quitunde,a356,-9.28749999,-35.56583333,19.0,2008-09-08,sao luis do quitunde (a356)
2016,ne,pe,palmares,a357,-8.66638888,-35.56805554,180.0,2008-09-04,palmares (a357)
2016,ne,ce,jaguaribe,a358,-5.90527777,-38.62777777,184.0,2008-09-10,jaguaribe (a358)
2016,ne,ce,itapipoca,a359,-3.48388888,-39.58833333,102.0,2008-09-05,itapipoca (a359)
2016,ne,ce,acarau,a360,-3.12083332,-40.08694444,76.0,2009-04-22,acarau (a360)
2016,ne,pi,castelo do piaui,a361,-5.34916666,-41.51222222,286.0,2009-04-20,castelo do piaui (a361)
2016,ne,pi,sao pedro do piaui,a362,-5.91111111,-42.7186111,287.0,2009-05-20,sao pedro do piaui (a362)
2016,ne,pi,valenca do piaui,a363,-6.39916666,-41.73999999,301.0,2009-04-18,valenca do piaui (a363)
2016,ne,pi,gilbues,a364,-9.87472221,-45.34638888,425.0,2009-05-16,gilbues (a364)
2016,ne,pi,canto do buriti,a365,-8.11777777,-42.00888888,308.0,2010-06-12,canto do buriti (a365)
2016,ne,pe,ouricuri,a366,-7.88472221,-40.10111111,464.0,2010-08-11,ouricuri (a366)
2016,ne,rn,santa cruz,a367,-6.22777777,-36.02638888,237.0,2010-08-17,santa cruz (a367)
2023,ne,ce,tiangua,a368,-3.73222221,-41.01194444,756.0,2018-03-15,tiangua (a368)
2023,ne,ce,quixada,a369,-4.97888888,-39.05722222,193.0,2018-03-20,quixada (a369)
2017,ne,pe,salgueiro,a370,-8.05805555,-39.0961111,447.0,2017-09-15,salgueiro (a370)
2017,ne,al,piranhas,a371,-9.62222221,-37.76722221,187.0,2017-09-20,piranhas (a371)
2017,ne,rn,ipanguacu,a372,-5.53499999,-36.87222221,19.0,2017-11-08,ipanguacu (a372)
2017,ne,pb,itaporanga,a373,-7.3186111,-38.14083333,292.0,2017-11-03,itaporanga (a373)
2023,ne,pi,corrente,a374,-10.42916666,-45.17305554,452.0,2018-03-28,corrente (a374)
2023,ne,pi,baixa grande do ribeiro,a375,-8.333531,-45.094625,519.0,2018-03-23,baixa grande do ribeiro (a375)
2023,ne,pi,campo maior,a376,-4.86416666,-42.14555555,125.0,2018-11-23,campo maior (a376)
